feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,label_model,prob
9e-06,udp,,INT,2.0,0.0,114.0,0.0,254.0,0.0,50666664.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,14.0,2.0,14.0,14.0,6.0,14.0,0.0,0.0,0.0,14.0,14.0,0.0,1,0.9998779239099738
0.621463,tcp,http,FIN,10.0,8.0,834.0,3196.0,62.0,252.0,9667.510742,36005.36328,2.0,2.0,69.051444,73.189711,3618.45135,102.072633,255.0,2339808479.0,2978693309.0,255.0,0.18618,0.108512,0.077668,83.0,400.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.99909682662261
0.223223,tcp,http,FIN,10.0,6.0,2224.0,268.0,254.0,252.0,71748.875,8027.84668,2.0,1.0,23.862556,41.754801,1286.499707,70.349398,255.0,2611466588.0,3287103870.0,255.0,0.095725,0.01444,0.081285,222.0,45.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1,0.9619148950235676
1.355501,tcp,ftp,FIN,14.0,12.0,786.0,682.0,254.0,252.0,4308.370117,3694.574707,4.0,4.0,102.631846,119.33918,5905.620968,169.922313,255.0,3909593497.0,2583351392.0,255.0,0.106122,0.042767,0.063355,56.0,57.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1,0.6673549534233097
1e-05,udp,-,INT,2.0,0.0,1066.0,0.0,254.0,0.0,426400000.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,0.0,0.0,0.0,36.0,2.0,7.0,7.0,1.0,35.0,0.0,0.0,0.0,7.0,35.0,0.0,0,0.9365093494569
0.733456,,,unknown,10.0,8.0,964.0,1126.0,62.0,252.0,9467.506836,10754.56445,2.0,2.0,81.495111,92.177289,4294.480983,160.154594,255.0,1134433006.0,2317116994.0,255.0,0.129745,0.087561,0.042184,96.0,141.0,1.0,138.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0.9998580727549424
1.1e-05,udp,-,INT,2.0,0.0,1914.0,0.0,254.0,0.0,696000000.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0,0.5387427464472181
3e-06,udp,-,INT,2.0,0.0,168.0,0.0,254.0,0.0,224000000.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.998623008465738
1e-05,udp,-,INT,2.0,0.0,232.0,0.0,254.0,0.0,92800000.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,5.0,2.0,3.0,3.0,1.0,5.0,0.0,0.0,0.0,3.0,5.0,0.0,1,0.781388793363664
0.90126,tcp,-,FIN,10.0,6.0,2516.0,268.0,254.0,252.0,20105.18555,1988.327393,2.0,1.0,100.14,151.799203,5728.074685,273.962188,255.0,4267238961.0,2063780586.0,255.0,0.138606,0.070003,0.068603,252.0,45.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0,0.9161938354569154
0.95937,tcp,http,unknown,10.0,8.0,840.0,1070.0,62.0,252.0,6304.137207,7813.460938,2.0,2.0,106.596667,123.05557,5917.665397,228.834781,255.0,3430190515.0,1887867.0,255.0,0.134835,0.096929,0.037906,84.0,134.0,1.0,132.0,4.0,1.0,3.0,3.0,3.0,4.0,0.0,0.0,9.0,3.0,4.0,0.0,0,0.9926138592671988
1e-05,udp,-,INT,2.0,0.0,1204.0,0.0,254.0,0.0,481600000.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0,0.0,0.0,0.0,63.0,2.0,8.0,8.0,1.0,63.0,0.0,0.0,0.0,8.0,62.0,0.0,0,0.993968118860481
1.1e-05,pup,-,INT,2.0,0.0,180.0,0.0,254.0,0.0,119999992.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,14.0,2.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,15.0,14.0,0.0,1,0.9997570801630064
1.143137,tcp,,FIN,10.0,8.0,566.0,354.0,254.0,252.0,3569.125977,2169.46875,2.0,1.0,122.246,151.288578,7233.977813,219.536516,255.0,2500091026.0,2662944117.0,255.0,0.214878,0.084114,0.130764,57.0,44.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,0,0.7581992729174815
0.480587,tcp,-,FIN,12.0,8.0,1066.0,714.0,254.0,252.0,16280.09082,10403.94336,3.0,2.0,43.598727,61.920285,2127.930397,76.045602,255.0,2571413832.0,1538940282.0,255.0,0.097662,0.047136,0.050526,89.0,89.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,1,0.9535322631940202
0.652107,tcp,-,FIN,10.0,8.0,564.0,354.0,254.0,252.0,6232.105957,3803.056885,2.0,1.0,70.617333,91.461289,5436.83263,139.653578,255.0,206809818.0,563918258.0,255.0,0.059028,0.011869,0.047159,56.0,44.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.9988013022317666
0.127116,tcp,,unknown,6.0,2.0,978.0,86.0,62.0,252.0,51291.73438,2706.189697,2.0,1.0,25.4232,0.003,1550.721518,0.0,255.0,3863710495.0,3094965390.0,255.0,0.107987,0.061857,0.04613,163.0,43.0,0.0,0.0,8.0,3.0,4.0,4.0,1.0,7.0,0.0,0.0,0.0,4.0,7.0,0.0,0,0.9997551434347935
9e-06,udp,-,INT,2.0,0.0,104.0,0.0,254.0,0.0,46222220.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0,0.5514931839571019
0.530898,tcp,http,FIN,10.0,6.0,916.0,268.0,254.0,252.0,12431.76758,3375.413086,2.0,1.0,58.988667,87.924203,2869.078092,135.301953,255.0,3043074565.0,2756022611.0,255.0,0.124707,0.087296,0.037411,92.0,45.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1,0.9953262238859244
2.593186,tcp,smtp,FIN,22.0,20.0,4300.0,1538.0,254.0,252.0,12663.95898,4510.282227,8.0,8.0,123.485047,128.532312,6535.073021,172.931891,255.0,1359789671.0,3703681803.0,255.0,0.286733,0.149535,0.137198,195.0,77.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.999602099998109
2.302056,tcp,-,FIN,12.0,10.0,1490.0,818.0,254.0,252.0,4747.060547,2561.188721,3.0,2.0,205.661994,240.506891,12413.98297,391.904562,255.0,639103676.0,1183410137.0,255.0,0.282717,0.137493,0.145224,124.0,82.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.7187574581722864
0.582653,tcp,-,FIN,10.0,6.0,536.0,268.0,254.0,252.0,6631.734863,3075.587158,2.0,1.0,59.787111,99.417398,3088.502801,145.503984,255.0,1998777767.0,648594833.0,255.0,0.194063,0.085561,0.108502,54.0,45.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0,0.6869395330033745
0.848679,tcp,http,FIN,10.0,6.0,978.0,268.0,254.0,252.0,8304.670898,2111.516846,2.0,1.0,94.297667,154.128203,5987.902557,272.0425,255.0,1075026317.0,4158817685.0,255.0,0.172773,0.077406,0.095367,98.0,45.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1,0.9957936866287642
8e-06,udp,dns,INT,2.0,0.0,114.0,0.0,254.0,0.0,57000000.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1,0.9996841284271848
1.130033,tcp,-,FIN,16.0,14.0,870.0,764.0,254.0,252.0,5776.822266,5026.401855,4.0,4.0,75.335534,82.385695,4429.610761,141.491422,255.0,209146230.0,3232115867.0,255.0,0.11968,0.048848,0.070832,54.0,55.0,0.0,0.0,6.0,1.0,2.0,2.0,1.0,6.0,0.0,0.0,0.0,3.0,6.0,0.0,0,0.9026481133067802
2.407919,tcp,ftp,FIN,12.0,12.0,698.0,682.0,254.0,252.0,2126.317383,2079.804199,3.0,4.0,218.802094,202.207188,13458.57864,325.248812,255.0,2138415160.0,4205596543.0,255.0,0.262922,0.183634,0.079288,58.0,57.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0,0.9517774694923335
1.074361,tcp,http,FIN,10.0,8.0,824.0,1112.0,62.0,252.0,5525.14502,7245.237305,2.0,2.0,119.373444,120.563289,6092.184254,240.396859,255.0,1628004028.0,1762060464.0,255.0,0.241388,0.158639,0.082749,82.0,139.0,1.0,153.0,3.0,1.0,17.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0,0.953608237863474
0.99543,tcp,ftp-data,FIN,8.0,8.0,364.0,850.0,62.0,252.0,2563.716309,5979.325684,1.0,2.0,142.20429,127.853711,9659.572646,267.954531,255.0,2382803680.0,1760123988.0,255.0,0.14343,0.084927,0.058503,46.0,106.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1,0.9988110179555912
1.07657,tcp,-,FIN,10.0,8.0,564.0,354.0,254.0,252.0,3774.951904,2303.612305,2.0,1.0,117.176222,139.448719,8262.376338,192.748141,255.0,990157139.0,2823798410.0,255.0,0.154705,0.100427,0.054278,56.0,44.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1,0.9982558753685956
0.198608,tcp,http,FIN,10.0,6.0,1294.0,268.0,254.0,252.0,46926.60938,9022.798828,2.0,1.0,20.580556,38.292,1099.949351,64.418328,255.0,4197198648.0,1509543957.0,255.0,0.053521,0.007142,0.046379,129.0,45.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0.9997995153216388
4.1e-05,udp,-,INT,2.0,0.0,168.0,0.0,254.0,0.0,16390244.0,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.9986100300107136
0.608726,tcp,http,FIN,10.0,6.0,908.0,268.0,254.0,252.0,10750.32031,2943.853027,2.0,1.0,63.007667,103.266,3268.388188,153.359969,255.0,187590576.0,1153062332.0,255.0,0.217541,0.09239,0.125151,91.0,45.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0.9956837096941016
6e-06,gre,-,INT,2.0,0.0,156.0,0.0,254.0,0.0,104000000.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1,0.9995297601968336
1.055555,tcp,-,FIN,10.0,10.0,608.0,646.0,254.0,252.0,4153.265625,4410.949707,2.0,3.0,117.283889,107.120555,7116.864868,185.180297,255.0,4267240369.0,1601166528.0,255.0,0.167443,0.090717,0.076726,61.0,65.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0,0.7293223009053507
0.569187,tcp,-,FIN,10.0,8.0,480.0,376.0,254.0,252.0,6071.818359,4624.139648,2.0,2.0,63.038222,71.470859,3087.325968,113.357859,255.0,2872168547.0,2381753714.0,255.0,0.175184,0.068885,0.106299,48.0,47.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.9701436390149178
7e-06,udp,-,INT,2.0,0.0,104.0,0.0,254.0,0.0,59428572.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1,0.8933791625443988
0.379278,tcp,-,FIN,26.0,8.0,25074.0,354.0,254.0,252.0,508545.1875,6538.739258,10.0,1.0,15.1466,43.935,1211.200113,68.756531,255.0,3407595552.0,229107506.0,255.0,0.111984,0.071723,0.040261,964.0,44.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1,0.988279845508292
0.433736,,-,unknown,10.0,6.0,622.0,268.0,254.0,252.0,10328.86328,4131.54541,2.0,1.0,44.794,73.196203,2523.390785,105.723805,255.0,2569816356.0,2030015246.0,255.0,0.138323,0.06775,0.070573,62.0,45.0,0.0,0.0,6.0,1.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,8.0,0.0,1,0.9967823059947136
0.741899,tcp,smtp,FIN,22.0,20.0,5514.0,1600.0,62.0,252.0,56762.44141,16390.37109,8.0,8.0,35.328525,35.773633,1762.893717,44.947484,255.0,3167696348.0,2732440888.0,255.0,0.076755,0.03476,0.041995,251.0,80.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.999816114452617
7e-06,unas,,unknown,2.0,0.0,200.0,0.0,254.0,0.0,114285712.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,6.0,2.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,3.0,6.0,0.0,1,0.9998543644675164
1e-05,udp,-,INT,2.0,0.0,1756.0,0.0,254.0,0.0,702400000.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.0,0.0,0.0,0.0,63.0,2.0,9.0,9.0,1.0,63.0,0.0,0.0,0.0,9.0,62.0,0.0,0,0.9964812316498096
0.658719,tcp,http,FIN,10.0,6.0,566.0,268.0,254.0,252.0,6193.839844,2720.431641,2.0,1.0,69.065,114.201203,3627.056216,173.898687,255.0,4272402593.0,3745143656.0,255.0,0.168293,0.087704,0.080589,57.0,45.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0.9517217268358064
8e-06,,-,unknown,2.0,0.0,78.0,0.0,254.0,0.0,39000000.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0,0.9815335986044194
0.187321,tcp,-,CON,6.0,2.0,998.0,86.0,62.0,252.0,35532.58594,1836.4198,2.0,1.0,37.4642,0.005,1872.797974,0.0,255.0,3716838356.0,3047799203.0,255.0,0.092166,0.058402,0.033764,166.0,43.0,0.0,0.0,5.0,3.0,3.0,3.0,1.0,5.0,0.0,0.0,0.0,4.0,5.0,0.0,0,0.999109400821482
0.557,tcp,-,unknown,12.0,8.0,1482.0,718.0,254.0,252.0,19518.85156,9034.111328,3.0,2.0,49.253092,69.718289,2409.728024,91.114398,255.0,861614275.0,3783171490.0,255.0,0.121332,0.068964,0.052368,124.0,90.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,1,0.964691791906481
6e-06,unas,-,INT,2.0,0.0,200.0,0.0,254.0,0.0,133333328.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0,2.0,4.0,4.0,4.0,7.0,0.0,0.0,0.0,21.0,7.0,0.0,1,0.9997299805010896
4.013109,tcp,,FIN,24.0,24.0,1248.0,1724.0,62.0,252.0,2384.186279,3295.200684,7.0,9.0,174.441951,169.201955,10492.69147,12178.88777,255.0,2553062912.0,2908099262.0,255.0,0.221654,0.121446,0.100208,52.0,72.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1,0.9995284318919938
1.77206,tcp,-,FIN,22.0,18.0,2816.0,3468.0,62.0,252.0,12135.0293,14789.56641,7.0,7.0,84.383807,97.970648,4386.436606,124.962734,255.0,3712678937.0,2757186094.0,255.0,0.150737,0.105827,0.04491,128.0,193.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.9995751319202476
1e-05,udp,-,INT,2.0,0.0,1336.0,0.0,254.0,0.0,534400000.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.91121692076761
0.889091,tcp,-,FIN,10.0,8.0,564.0,354.0,254.0,252.0,4570.960449,2789.365723,2.0,1.0,89.757556,119.108,6787.749054,151.764375,255.0,731202965.0,662066715.0,255.0,0.113821,0.055334,0.058487,56.0,44.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,1,0.9996961140049392
7e-06,udp,dns,INT,2.0,0.0,114.0,0.0,254.0,0.0,65142856.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,1,0.9994231335965162
2e-06,udp,-,INT,2.0,0.0,78.0,0.0,254.0,0.0,156000000.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,11.0,2.0,2.0,2.0,1.0,6.0,0.0,0.0,0.0,2.0,6.0,0.0,0,0.8602421525646682
3e-06,udp,-,INT,2.0,0.0,168.0,0.0,254.0,0.0,224000000.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,1,0.9979931080836336
0.72367,,-,FIN,12.0,8.0,1006.0,766.0,254.0,252.0,10203.5459,7417.745605,3.0,2.0,65.788182,87.578141,3492.58728,134.283234,255.0,2022051668.0,1542390663.0,255.0,0.212606,0.070731,0.141875,84.0,96.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1,0.9997448019007598
1.4e-05,udp,-,INT,2.0,0.0,1064.0,0.0,254.0,0.0,304000000.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,0.0,0.0,0.0,5.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,1,0.910807582695032
1e-05,,-,unknown,2.0,0.0,566.0,0.0,254.0,0.0,226400000.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,0.0,0.0,9.0,2.0,4.0,4.0,1.0,9.0,0.0,0.0,0.0,4.0,9.0,0.0,1,0.9998004171684232
1e-06,,-,unknown,2.0,0.0,86.0,0.0,254.0,0.0,344000000.0,0.0,1.0,0.0,0.001,0.0,0.0,0.0,255.0,188078206.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,10.0,6.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0,0.9994533010303188
1.652703,tcp,http,FIN,10.0,8.0,1036.0,354.0,254.0,252.0,4516.237793,1500.572021,2.0,1.0,178.393444,223.010578,11235.14813,466.229062,255.0,4016505694.0,1530473738.0,255.0,0.172544,0.091626,0.080918,104.0,44.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,14.0,0.0,0.0,1.0,4.0,1.0,0.0,1,0.9994640478415864
0.763756,tcp,http,FIN,10.0,6.0,1040.0,268.0,254.0,252.0,9804.178711,2346.299072,2.0,1.0,80.494,137.290797,4388.482505,217.733781,255.0,3193732032.0,3558556853.0,255.0,0.13806,0.077291,0.060769,104.0,45.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1,0.9929631389813224
1.166547,tcp,-,FIN,16.0,12.0,1548.0,642.0,254.0,252.0,9957.59375,4039.271729,8.0,4.0,7367.057186,9821.045,922776.5065,32243.938,255.0,3947632964.0,1112680136.0,255.0,0.120631,0.053688,0.066943,97.0,54.0,0.0,0.0,5.0,1.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,0,0.9223173681217876
0.618221,tcp,http,FIN,10.0,6.0,808.0,268.0,254.0,252.0,9420.580078,2898.639893,2.0,1.0,68.679,98.669797,3411.557945,159.256125,255.0,2958869336.0,3046048442.0,255.0,0.207103,0.12487,0.082233,81.0,45.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0.9976090177730776
1.120559,tcp,ftp,FIN,14.0,12.0,720.0,682.0,254.0,252.0,4776.1875,4469.198242,3.0,4.0,86.188,95.392,4409.365664,121.853445,255.0,2057272163.0,1406550106.0,255.0,0.132446,0.07124,0.061206,51.0,57.0,0.0,0.0,4.0,1.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,6.0,4.0,0.0,0,0.8258525673557342
0.859388,tcp,-,unknown,14.0,12.0,3372.0,678.0,254.0,252.0,29155.63281,5790.166992,4.0,4.0,66.106767,70.029547,3674.777479,106.237109,255.0,3194365436.0,1155666208.0,255.0,0.128051,0.071987,0.056064,241.0,57.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,5.0,0.0,0,0.9810949950423756
1.144726,tcp,-,FIN,10.0,8.0,2516.0,354.0,254.0,252.0,15829.11523,2166.457275,2.0,1.0,120.227667,144.178719,6618.986491,214.581047,255.0,4130565462.0,3735511859.0,255.0,0.279468,0.135472,0.143996,252.0,44.0,0.0,0.0,29.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,23.0,1.0,0.0,1,0.7930309686818777
0.61184,tcp,-,FIN,10.0,6.0,534.0,268.0,254.0,252.0,6289.226074,2928.870361,2.0,1.0,65.513444,89.121203,3424.990127,141.266859,255.0,461132983.0,3363920320.0,255.0,0.228312,0.166225,0.062087,53.0,45.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,0,0.9024547909727648
1.242088,,-,unknown,10.0,8.0,534.0,354.0,254.0,252.0,3098.009277,1996.637939,2.0,1.0,134.427222,169.714,8031.055879,344.941125,255.0,3175536860.0,170423192.0,255.0,0.12821,0.054085,0.074125,53.0,44.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.999358159622452
4e-06,ggp,-,INT,2.0,0.0,180.0,0.0,254.0,0.0,180000000.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,1,0.9985915467585624
1.849983,tcp,,FIN,10.0,6.0,1506.0,268.0,254.0,252.0,5863.837891,968.657532,2.0,1.0,196.487444,350.078594,12800.42923,613.974563,255.0,3405303002.0,2043912274.0,255.0,0.19423,0.099587,0.094643,151.0,45.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0,0.7578577605034467
12.332178,tcp,http,FIN,278.0,1812.0,12378.0,2425476.0,62.0,252.0,8001.181641,1572561.125,2.0,904.0,44.520498,6.773013,2169.713669,843.676299,255.0,1379890023.0,3491885685.0,255.0,0.136307,0.065316,0.070991,45.0,1339.0,1.0,1176137.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0.987062608044487
1e-05,udp,-,INT,2.0,0.0,1064.0,0.0,254.0,0.0,425600000.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,0.0,0.0,0.0,35.0,2.0,17.0,17.0,1.0,35.0,0.0,0.0,0.0,17.0,36.0,0.0,0,0.7622675558713308
3e-06,unas,-,INT,2.0,0.0,200.0,0.0,254.0,0.0,266666656.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0,2.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,20.0,7.0,0.0,1,0.9998358545961994
4.639574,tcp,ftp,FIN,24.0,22.0,1276.0,1650.0,62.0,252.0,2108.814209,2715.766602,7.0,9.0,201.720003,216.945952,17742.39117,20831.96523,255.0,1328950508.0,1847188467.0,255.0,0.155776,0.083698,0.072078,53.0,75.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1,0.9998448267139411
0.315053,tcp,-,FIN,10.0,6.0,486.0,268.0,254.0,252.0,11121.93848,5687.932129,2.0,1.0,33.141,48.692199,1716.616041,77.037039,255.0,2561316069.0,1438490295.0,255.0,0.108392,0.071583,0.036809,49.0,45.0,0.0,0.0,10.0,1.0,2.0,2.0,1.0,9.0,0.0,0.0,0.0,3.0,9.0,0.0,0,0.7287139610393508
6e-06,udp,-,INT,2.0,0.0,168.0,0.0,254.0,0.0,112000000.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,13.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1,0.9979244576117208
