feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41
5e-06,unas,-,INT,2.0,0.0,200.0,0.0,254.0,0.0,160000000.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,6.0,2.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,2.0,6.0,0.0
6e-06,udp,-,INT,2.0,0.0,104.0,0.0,254.0,0.0,69333328.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0
0.023688,tcp,-,FIN,52.0,54.0,3182.0,39076.0,31.0,29.0,1054035.75,12952719.0,7.0,20.0,0.46718,0.437094,0.0,27.025267,255.0,1559002928.0,3704629157.0,255.0,0.000641,0.000518,0.000123,61.0,724.0,0.0,0.0,8.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,5.0,0.0
0.462014,tcp,-,FIN,10.0,6.0,514.0,268.0,254.0,252.0,8017.073242,3878.67041,2.0,1.0,49.199556,77.225602,2494.121295,119.183789,255.0,2776845980.0,2077712027.0,255.0,0.123573,0.075877,0.047696,51.0,45.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0
2.975993,tcp,smtp,FIN,48.0,24.0,41142.0,1992.0,62.0,252.0,108293.2656,5131.732422,21.0,8.0,63.319,126.466828,6758.4983,272.295125,255.0,3775225723.0,3333195429.0,255.0,0.13224,0.06655,0.06569,857.0,83.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0
4e-06,udp,dns,INT,2.0,0.0,114.0,0.0,254.0,0.0,114000000.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,7.0,2.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,7.0,0.0
9e-06,unas,-,INT,2.0,0.0,200.0,0.0,254.0,0.0,88888888.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0,2.0,3.0,3.0,3.0,9.0,0.0,0.0,0.0,3.0,7.0,0.0
0.0028,tcp,ftp-data,FIN,6.0,8.0,320.0,1946.0,31.0,29.0,762857.1875,4865714.5,1.0,2.0,0.4948,0.322714,27.080162,0.513246,255.0,667145552.0,2821187134.0,255.0,0.000661,0.000537,0.000124,53.0,243.0,0.0,0.0,3.0,0.0,7.0,1.0,1.0,6.0,0.0,0.0,0.0,5.0,3.0,0.0
0.583476,tcp,-,FIN,10.0,6.0,1098.0,268.0,254.0,252.0,13560.11231,3071.248779,2.0,1.0,60.923778,101.297398,3075.446986,138.131156,255.0,422840241.0,2269944729.0,255.0,0.11848,0.076982,0.041498,110.0,45.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0
5e-06,udp,dns,INT,2.0,0.0,114.0,0.0,254.0,0.0,91200000.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,38.0,2.0,35.0,35.0,20.0,38.0,0.0,0.0,0.0,35.0,38.0,0.0
1.1e-05,udp,dns,INT,2.0,0.0,114.0,0.0,254.0,0.0,41454544.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,11.0,2.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,5.0,11.0,0.0
0.001029,udp,dns,CON,2.0,2.0,130.0,162.0,31.0,29.0,505344.9688,629737.5625,0.0,0.0,0.009,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,81.0,0.0,0.0,5.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0
0.84564,tcp,ftp,FIN,52.0,54.0,2934.0,3742.0,31.0,29.0,27226.71484,34747.64844,11.0,15.0,16.574863,15.945905,1412.74673,52.62932,255.0,3060439830.0,911913991.0,255.0,0.00063,0.000501,0.000129,56.0,69.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0
0.0,arp,-,INT,1.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.664,0.0,15.49202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2e-06,any,-,INT,2.0,0.0,200.0,0.0,254.0,0.0,400000000.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,19.0,2.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,18.0,0.0
1.174941,tcp,smtp,FIN,52.0,42.0,37502.0,3380.0,31.0,29.0,250436.4219,22469.21484,18.0,8.0,23.030313,28.642977,1763.505235,55.612047,255.0,3867889098.0,1848997321.0,255.0,0.000736,0.000578,0.000158,721.0,80.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,2.0,0.0
7e-06,udp,-,INT,2.0,0.0,104.0,0.0,254.0,0.0,59428572.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,6.0,2.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,2.0,5.0,0.0
3.682731,tcp,ftp,FIN,52.0,54.0,2934.0,3740.0,31.0,29.0,6251.882324,7974.51709,11.0,15.0,72.2041,69.475148,6319.431598,185.637359,255.0,997673849.0,3285645287.0,255.0,0.000701,0.000544,0.000157,56.0,69.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,6.0,1.0,0.0
3e-06,nsfnet-igp,-,INT,2.0,0.0,200.0,0.0,254.0,0.0,266666656.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,8.0,5.0,0.0
4e-06,unas,-,INT,2.0,0.0,200.0,0.0,254.0,0.0,200000000.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0
5e-06,udp,dns,INT,2.0,0.0,114.0,0.0,254.0,0.0,91200000.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,32.0,2.0,20.0,20.0,20.0,32.0,0.0,0.0,0.0,20.0,32.0,0.0
1.1e-05,udp,-,INT,2.0,0.0,142.0,0.0,254.0,0.0,51636364.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0
0.307775,tcp,-,FIN,10.0,6.0,1550.0,268.0,254.0,252.0,36260.25781,5822.435547,2.0,1.0,31.791222,45.899398,1788.013212,68.379844,255.0,2289935478.0,877984241.0,255.0,0.138616,0.078269,0.060347,155.0,45.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
8e-06,udp,dns,INT,2.0,0.0,114.0,0.0,254.0,0.0,57000000.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,22.0,2.0,20.0,20.0,10.0,22.0,0.0,0.0,0.0,20.0,22.0,0.0
0.002725,tcp,ftp-data,FIN,6.0,8.0,320.0,1930.0,31.0,29.0,783853.1875,4958532.0,1.0,2.0,0.4802,0.319714,26.690088,0.511805,255.0,2921461532.0,775571581.0,255.0,0.0006,0.000484,0.000116,53.0,241.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0
1e-06,sctp,-,INT,2.0,0.0,640.0,0.0,254.0,0.0,2560000000.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.304283,tcp,-,CON,6.0,2.0,986.0,86.0,62.0,252.0,21611.46094,1130.526489,2.0,1.0,60.8566,0.001,3805.617387,0.0,87.0,3348670487.0,1970972449.0,255.0,0.266464,0.179472,0.086992,164.0,43.0,0.0,0.0,8.0,3.0,4.0,4.0,1.0,6.0,0.0,0.0,0.0,5.0,6.0,0.0
0.001083,udp,dns,CON,2.0,2.0,146.0,178.0,31.0,29.0,539242.875,657433.0625,0.0,0.0,0.009,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,89.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0
9e-06,udp,dns,INT,2.0,0.0,114.0,0.0,254.0,0.0,50666664.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,21.0,2.0,7.0,7.0,7.0,21.0,0.0,0.0,0.0,7.0,21.0,0.0
7e-06,udp,dns,INT,2.0,0.0,114.0,0.0,254.0,0.0,65142856.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,14.0,2.0,7.0,7.0,3.0,7.0,0.0,0.0,0.0,8.0,14.0,0.0
9e-06,unas,-,INT,2.0,0.0,200.0,0.0,254.0,0.0,88888888.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,5.0,2.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0
1.698724,tcp,-,FIN,42.0,42.0,2662.0,23162.0,31.0,29.0,12239.77539,106484.6328,7.0,14.0,41.424781,41.420465,4096.32708,123.013336,255.0,1192003116.0,3294702392.0,255.0,0.000604,0.000481,0.000123,63.0,551.0,0.0,0.0,17.0,0.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,9.0,4.0,0.0
3e-06,udp,dns,INT,2.0,0.0,114.0,0.0,254.0,0.0,152000000.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,24.0,2.0,10.0,9.0,9.0,24.0,0.0,0.0,0.0,9.0,24.0,0.0
0.859588,tcp,ftp,FIN,52.0,54.0,2934.0,3742.0,31.0,29.0,26784.92383,34183.81641,11.0,15.0,17.18522,16.209377,1434.549024,52.638137,255.0,686454533.0,687495553.0,255.0,0.000609,0.000487,0.000122,56.0,69.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,5.0,1.0,1.0,0.0,4.0,1.0,0.0
5.032006,tcp,-,FIN,10.0,8.0,564.0,354.0,254.0,252.0,807.630249,492.845215,2.0,1.0,559.111778,706.348125,35974.67928,1106.13325,255.0,3116862577.0,2439320618.0,255.0,0.142094,0.071583,0.070511,56.0,44.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.001093,udp,-,CON,2.0,2.0,146.0,178.0,31.0,29.0,534309.1875,651418.0625,0.0,0.0,0.006,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,89.0,0.0,0.0,9.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,21.0,0.0
3e-06,udp,dns,INT,2.0,0.0,114.0,0.0,254.0,0.0,152000000.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,25.0,2.0,18.0,18.0,18.0,25.0,0.0,0.0,0.0,18.0,25.0,0.0
0.139006,sctp,-,CON,4.0,2.0,536.0,440.0,254.0,60.0,23135.69141,12661.32324,0.0,0.0,46.335332,0.007,65.515328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,220.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0
1.604445,tcp,smtp,FIN,22.0,20.0,4784.0,1850.0,254.0,252.0,22771.73828,8765.648438,8.0,8.0,76.402142,80.325945,3852.84201,94.467305,255.0,2730740381.0,1463593795.0,255.0,0.111085,0.049548,0.061537,217.0,93.0,0.0,0.0,2.0,1.0,10.0,2.0,2.0,10.0,0.0,0.0,0.0,10.0,2.0,0.0
0.072346,tcp,smtp,FIN,54.0,42.0,37914.0,3380.0,31.0,29.0,4114892.25,364913.0625,19.0,8.0,1.411961,1.752244,86.477061,4.170982,255.0,2909562898.0,2913398735.0,255.0,0.00062,0.000498,0.000122,702.0,80.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,6.0,0.0,0.0,0.0,9.0,1.0,0.0
3e-06,udp,dns,INT,2.0,0.0,114.0,0.0,254.0,0.0,152000000.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,7.0,2.0,5.0,5.0,2.0,5.0,0.0,0.0,0.0,5.0,7.0,0.0
1.142631,tcp,http,FIN,352.0,746.0,18786.0,1087890.0,31.0,29.0,131156.9531,7606529.0,2.0,370.0,3.254476,1.532997,185.951414,113.98793,255.0,238736150.0,239783557.0,255.0,0.000691,0.000544,0.000147,53.0,1458.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0
0.315339,tcp,http,FIN,16.0,6.0,11232.0,268.0,254.0,252.0,267141.0625,5682.772949,5.0,1.0,18.371733,56.104199,1241.768513,78.501117,255.0,3084143483.0,1984647127.0,255.0,0.069955,0.034809,0.035146,702.0,45.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,21.0,0.0,0.0,1.0,1.0,1.0,0.0
8e-06,udp,dns,INT,2.0,0.0,114.0,0.0,254.0,0.0,57000000.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,26.0,2.0,26.0,26.0,12.0,26.0,0.0,0.0,0.0,26.0,26.0,0.0
45.649635,ospf,-,INT,20.0,0.0,1280.0,0.0,254.0,0.0,213.101379,0.0,0.0,0.0,2402.6125,0.0,2736.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
0.046156,tcp,ftp-data,FIN,6.0,8.0,320.0,1826.0,31.0,29.0,46277.83984,276973.75,1.0,2.0,9.167,6.514429,637.797881,15.631354,255.0,2023639396.0,2033994197.0,255.0,0.000718,0.00055,0.000168,53.0,228.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0
4.027381,tcp,http,FIN,58.0,16.0,68117.0,698.0,254.0,252.0,132975.75,1301.09375,26.0,1.0,70.654666,256.564203,8815.993757,519.760094,255.0,3580737287.0,4080158247.0,255.0,0.328689,0.178917,0.149772,1174.0,44.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
59.400505,ospf,-,REQ,64.0,0.0,17408.0,0.0,254.0,0.0,2307.859131,0.0,0.0,0.0,954.815563,0.0,1174.32875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,2.0,6.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,3.0,2.0,0.0
0.322438,tcp,ftp-data,FIN,8.0,8.0,364.0,950.0,62.0,252.0,7914.699707,20642.72852,1.0,2.0,45.936429,42.827855,3131.720488,85.239914,255.0,1090864113.0,705479618.0,255.0,0.03899,0.02264,0.01635,46.0,119.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0
1e-06,unas,-,INT,2.0,0.0,200.0,0.0,254.0,0.0,800000000.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0
4e-06,udp,-,INT,2.0,0.0,1064.0,0.0,254.0,0.0,1064000000.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,0.0,0.0,0.0,35.0,2.0,12.0,12.0,1.0,35.0,0.0,0.0,0.0,12.0,35.0,0.0
0.008923,tcp,-,FIN,36.0,38.0,2334.0,16290.0,31.0,29.0,2035190.0,14221226.0,7.0,12.0,0.245886,0.225054,14.118045,13.128951,255.0,1250413376.0,1250720447.0,255.0,0.00074,0.000585,0.000155,65.0,429.0,0.0,0.0,4.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,3.0,0.0
0.0,arp,-,INT,1.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.64,0.0,15.492017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0
0.982648,tcp,-,FIN,10.0,20.0,886.0,15926.0,254.0,252.0,6496.730957,123177.375,2.0,7.0,109.183111,49.307787,8042.57526,3980.87385,255.0,1345220242.0,1415784420.0,255.0,0.118103,0.044781,0.073322,89.0,796.0,0.0,0.0,3.0,1.0,5.0,2.0,1.0,5.0,0.0,0.0,0.0,5.0,4.0,0.0
5e-06,udp,-,INT,2.0,0.0,1064.0,0.0,254.0,0.0,851200000.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,9.0,0.0
0.013715,tcp,-,FIN,16.0,18.0,1540.0,1644.0,31.0,29.0,842289.5,905869.5,4.0,4.0,0.8936,0.761412,59.960521,1.386338,255.0,1307231834.0,3463017698.0,255.0,0.000906,0.000767,0.000139,96.0,91.0,0.0,0.0,13.0,0.0,9.0,5.0,1.0,5.0,0.0,0.0,0.0,8.0,13.0,0.0
1.161912,tcp,http,FIN,14.0,18.0,1684.0,10168.0,31.0,29.0,10768.45801,66125.49219,3.0,5.0,89.349459,68.315118,8833.377807,7737.621717,255.0,2461101472.0,325175381.0,255.0,0.00072,0.000551,0.000169,120.0,565.0,1.0,3924.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0
2.71821,tcp,smtp,FIN,24.0,22.0,2885.0,1922.0,62.0,252.0,8137.708496,5400.612793,8.0,8.0,118.183042,126.10843,6457.540506,157.939437,255.0,2695074900.0,3135601601.0,255.0,0.143704,0.069378,0.074326,120.0,87.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
2e-06,udp,dns,INT,2.0,0.0,114.0,0.0,254.0,0.0,228000000.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,34.0,2.0,17.0,16.0,16.0,34.0,0.0,0.0,0.0,17.0,34.0,0.0
8e-06,unas,-,INT,2.0,0.0,200.0,0.0,254.0,0.0,100000000.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10.0,2.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,10.0,10.0,0.0
9e-06,udp,dns,INT,2.0,0.0,114.0,0.0,254.0,0.0,50666664.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,45.0,2.0,29.0,29.0,16.0,45.0,0.0,0.0,0.0,29.0,45.0,0.0
0.231378,tcp,-,FIN,10.0,10.0,1382.0,5392.0,254.0,252.0,43011.86719,167794.6875,2.0,3.0,25.708667,23.502556,1371.351521,1708.674708,255.0,1037044834.0,3628802918.0,255.0,0.052836,0.006966,0.04587,138.0,539.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
5e-06,udp,dns,INT,2.0,0.0,114.0,0.0,254.0,0.0,91200000.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,37.0,2.0,31.0,31.0,15.0,37.0,0.0,0.0,0.0,32.0,37.0,0.0
9e-06,unas,-,INT,2.0,0.0,200.0,0.0,254.0,0.0,88888888.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12.0,2.0,4.0,4.0,4.0,14.0,0.0,0.0,0.0,4.0,12.0,0.0
1.140983,tcp,http,FIN,12.0,18.0,1580.0,10168.0,31.0,29.0,10159.66113,67338.42969,3.0,5.0,103.695456,67.086585,10383.55782,8366.433115,255.0,1423513162.0,3569898069.0,255.0,0.00066,0.000507,0.000153,132.0,565.0,1.0,3924.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0
0.752196,tcp,-,FIN,10.0,6.0,1506.0,268.0,254.0,252.0,14421.77246,2382.357666,2.0,1.0,79.355778,124.717398,4048.936687,193.590953,255.0,1865361301.0,2513732238.0,255.0,0.214014,0.128606,0.085408,151.0,45.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0
3e-06,etherip,-,INT,2.0,0.0,200.0,0.0,254.0,0.0,266666656.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,5.0,2.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,3.0,5.0,0.0
9e-06,uti,-,INT,2.0,0.0,200.0,0.0,254.0,0.0,88888888.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0
0.533374,tcp,-,FIN,10.0,16.0,898.0,13128.0,62.0,252.0,12134.07422,184605.9219,2.0,6.0,59.263778,31.492599,3765.151374,3479.751211,255.0,485776004.0,3592735577.0,255.0,0.117141,0.052717,0.064424,90.0,821.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0
2.305659,tcp,smtp,FIN,36.0,22.0,25508.0,1814.0,62.0,252.0,86049.14844,6009.561523,15.0,8.0,65.875973,106.723859,4856.885434,155.549422,255.0,899191317.0,456060503.0,255.0,0.130604,0.063739,0.066865,709.0,82.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
1.485758,tcp,http,FIN,340.0,746.0,18162.0,1087890.0,31.0,29.0,97507.13281,5849846.5,2.0,370.0,4.394325,1.993644,256.735456,133.62109,255.0,2691559908.0,2692589568.0,255.0,0.000614,0.000489,0.000125,53.0,1458.0,1.0,524288.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0
39.595539,arp,-,CON,2.0,2.0,56.0,92.0,0.0,0.0,5.657203,9.293976,0.0,0.0,39594.536,39594.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,46.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
4e-06,udp,dns,INT,2.0,0.0,114.0,0.0,254.0,0.0,114000000.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,20.0,2.0,18.0,18.0,18.0,20.0,0.0,0.0,0.0,18.0,20.0,0.0
0.373026,tcp,http,FIN,10.0,6.0,1304.0,268.0,254.0,252.0,25177.86914,4803.95459,2.0,1.0,35.887111,65.397199,1747.57256,85.349023,255.0,2573334762.0,3733963439.0,255.0,0.098436,0.046039,0.052397,130.0,45.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0
1.064162,tcp,http,FIN,10.0,10.0,794.0,1320.0,62.0,252.0,5375.121582,8930.970703,2.0,2.0,118.240222,111.202445,6557.606865,200.340188,255.0,708261540.0,1823577170.0,255.0,0.105391,0.062695,0.042696,79.0,132.0,1.0,195.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
0.853599,tcp,-,FIN,10.0,8.0,588.0,354.0,254.0,252.0,4967.203613,2905.345459,2.0,1.0,93.280889,114.26543,5360.17499,225.63,255.0,3931352982.0,3634594807.0,255.0,0.08037,0.053739,0.026631,59.0,44.0,0.0,0.0,10.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0
1.1e-05,udp,dns,INT,2.0,0.0,114.0,0.0,254.0,0.0,41454544.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,6.0,0.0
1.1e-05,udp,dns,INT,2.0,0.0,114.0,0.0,254.0,0.0,41454544.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,16.0,2.0,7.0,7.0,4.0,7.0,0.0,0.0,0.0,7.0,16.0,0.0
3e-06,udp,dns,INT,2.0,0.0,114.0,0.0,254.0,0.0,152000000.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,7.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0
0.487748,tcp,smtp,FIN,54.0,40.0,37938.0,3276.0,31.0,29.0,610741.625,52404.10938,19.0,8.0,9.196321,12.493385,888.642339,30.645324,255.0,2657210920.0,508655698.0,255.0,0.000636,0.000501,0.000135,703.0,82.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0
