feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,label
3,12.049479,3,0,1233.200273,0,4,3,2,0,3,0,50.318835,1,1,1,2,1.0,0,1,0
3,17.470367,3,0,3461.156899,0,3,1,2,0,2,1,27.081268,1,1,1,1,1.0,0,1,0
3,5.120659,4,7,653.581695,0,2,3,1,0,3,1,37.378031,1,1,2,2,1.0,1,1,0
3,8.424153,2,4,755.149989,0,2,1,2,2,1,0,31.249545,1,1,0,1,1.0,0,0,0
3,11.983494,4,4,1712.375968,0,3,3,2,0,3,0,27.703393,1,1,1,2,1.0,0,1,0
1,8.246044,2,1,1522.976175,0,2,0,2,0,0,0,27.711905,1,1,0,2,1.0,0,1,0
0,18.68418,2,0,729.52532,0,4,3,2,0,3,1,25.530262,1,1,0,2,1.0,0,1,0
1,42.495353,3,3,12128.316787,0,3,1,2,0,0,2,33.321679,1,0,1,3,1.0,1,1,1
1,34.812742,1,3,3711.315567,0,3,2,2,0,1,2,26.752912,1,1,1,2,1.0,0,1,1
3,46.140524,2,1,7682.711854,3,3,1,2,0,2,2,46.677055,1,0,0,1,1.0,1,1,0
3,38.477816,4,7,9080.497479,4,4,3,2,0,3,3,32.22302,1,1,1,2,1.0,1,1,1
3,12.271613,2,1,1504.167495,2,2,3,1,0,1,0,38.458869,1,1,0,1,1.0,0,1,0
0,18.098339,2,0,691.446371,4,1,2,2,0,0,0,28.698541,1,1,2,2,1.0,1,1,1
3,23.1924,2,10,4008.519236,0,4,2,2,0,3,1,53.068087,1,1,0,1,1.0,0,1,0
3,8.955721,2,0,2216.437416,0,2,1,1,0,3,0,27.514075,0,1,0,1,2.0,0,1,0
3,11.900276,2,4,828.061915,4,0,3,2,0,1,0,32.882679,0,1,1,2,2.0,1,1,0
3,24.544705,2,4,3858.040005,0,2,3,3,0,1,1,27.52032,1,1,0,1,1.0,1,1,0
3,8.623529,4,0,1571.769063,0,2,1,1,0,0,1,23.47939,1,1,0,2,1.0,1,1,0
0,45.57856,2,4,3121.202305,4,2,3,2,0,3,2,52.386977,0,1,0,1,1.0,1,1,0
0,23.828098,4,4,4237.231834,1,2,3,3,0,0,3,45.588216,0,0,1,2,1.0,0,1,1
0,43.600898,3,4,5831.72156,1,0,3,3,0,1,2,35.039133,0,1,0,3,2.0,1,1,1
0,33.633633,2,10,4017.151622,0,1,2,3,0,3,2,54.031115,1,0,0,1,1.0,0,1,1
3,23.454552,2,4,2027.359629,0,3,3,1,0,2,1,40.19736,0,1,0,2,1.0,1,1,0
1,29.98149,1,4,7845.420644,1,2,0,1,0,2,3,25.221572,0,2,1,1,1.0,1,1,1
3,16.947327,4,0,1718.922316,0,2,3,1,0,1,0,23.961725,1,1,1,1,1.0,0,1,0
1,5.718771,3,4,847.677344,4,3,2,2,0,0,0,27.64506,1,0,1,1,1.0,1,1,0
1,8.576898,4,10,3610.041983,0,4,1,2,0,3,1,32.408174,1,1,1,1,1.0,0,1,0
1,17.224772,4,3,3681.129883,1,2,2,2,0,3,3,53.384713,0,2,1,1,1.0,1,1,0
0,31.115971,4,4,2088.808673,0,3,2,2,0,1,2,27.356636,1,1,1,2,1.0,1,1,0
2,21.583858,2,0,10208.380403,0,4,0,1,0,1,3,45.115631,1,2,0,2,1.0,0,0,0
2,20.074477,4,10,3107.094601,4,4,2,2,2,3,0,31.051191,1,1,1,2,1.0,1,1,0
3,6.880643,2,10,1661.03685,1,1,0,3,0,2,0,26.736966,1,1,1,2,1.0,0,1,0
3,42.077575,4,1,2296.944805,1,4,2,1,0,3,2,39.52316,1,0,1,2,1.0,0,1,1
0,12.074747,4,9,1459.606944,0,4,3,2,0,1,0,39.942651,1,1,1,2,2.0,1,1,0
3,7.227497,2,3,610.078652,0,2,3,2,0,1,0,20.384059,1,1,0,1,2.0,0,1,0
0,12.627287,2,10,3982.817726,0,2,2,1,0,1,3,35.963442,1,2,0,1,1.0,0,1,1
0,38.938478,3,3,4774.455059,0,4,3,2,0,3,0,42.863196,1,1,1,3,1.0,1,1,1
3,5.513815,2,0,744.656452,0,2,3,1,0,1,1,27.097627,1,1,1,1,1.0,0,1,0
0,35.630389,4,4,10055.568722,0,3,1,1,0,2,1,40.385761,1,1,1,2,1.0,1,1,0
1,5.02453,4,10,2403.499494,1,2,0,1,0,3,1,38.411992,1,1,1,2,1.0,1,1,0
3,34.996461,2,3,5078.196752,0,2,1,1,0,1,3,21.78085,1,2,0,2,1.0,0,1,0
3,23.992516,4,4,2219.386681,0,2,3,1,0,3,2,27.29583,1,1,1,1,1.0,1,1,0
1,16.201397,2,7,1462.806338,2,1,2,2,0,1,1,34.813167,2,1,0,1,1.0,0,1,1
3,11.79089,2,4,2397.095154,4,4,3,1,0,3,2,52.53103,1,1,0,2,1.0,1,1,0
3,7.795994,4,4,1230.597617,0,4,3,0,0,3,0,27.306981,1,1,1,1,1.0,0,1,0
1,46.079441,2,0,6682.9338,1,4,1,3,0,2,2,27.842459,1,1,0,2,1.0,0,1,1
2,11.599092,4,3,4050.68171,4,4,1,1,0,1,2,59.868681,1,0,1,3,1.0,1,1,0
0,11.972647,2,4,722.218739,0,1,2,2,0,2,0,39.849708,1,1,0,2,1.0,0,1,0
3,2.085226,4,5,1771.652398,2,4,2,1,0,2,0,47.345843,1,0,1,2,1.0,1,1,0
3,9.104159,4,7,1526.76966,2,2,3,2,0,0,0,26.67371,1,0,1,1,1.0,0,1,0
1,23.734289,2,1,11293.429013,0,2,1,0,0,1,2,59.184614,1,2,0,3,1.0,1,0,0
1,13.956165,0,4,807.23324,4,1,3,2,0,1,2,33.724252,0,0,1,1,1.0,1,1,0
1,46.170108,2,4,5171.030654,0,4,2,1,0,3,2,35.381781,1,0,0,2,1.0,0,1,0
0,11.997622,0,10,1262.881836,0,1,3,2,0,1,1,24.674761,1,0,1,3,1.0,1,1,0
1,51.519253,2,7,2323.779247,1,2,3,1,0,2,1,26.607768,2,1,0,3,1.0,1,1,0
0,38.398167,2,3,7483.223856,0,3,2,3,0,2,3,22.601991,0,0,0,2,2.0,0,1,1
0,25.598964,3,1,2271.624468,1,3,3,1,2,2,1,23.338459,1,1,1,2,1.0,0,1,0
3,23.691376,2,4,3633.887706,0,3,3,2,2,1,2,35.571154,1,1,0,1,1.0,0,1,0
3,24.330977,2,1,2916.141892,0,2,3,3,0,3,1,27.65331,1,1,0,1,1.0,0,1,1
3,27.391232,2,4,2513.498354,0,3,3,2,0,2,1,30.33675,1,1,0,1,1.0,0,1,0
3,11.74688,2,0,1482.621712,2,4,3,1,0,3,3,42.97603,0,2,0,2,1.0,0,0,0
1,24.813337,3,0,9333.669522,3,1,2,2,0,0,1,30.272515,1,1,0,1,2.0,0,1,0
0,11.841879,2,3,4199.350354,0,1,2,2,0,0,1,36.305425,1,1,1,1,1.0,0,1,0
3,18.494898,0,3,2187.868778,1,1,1,0,0,2,2,59.965368,0,1,1,2,1.0,0,1,0
1,15.47902,4,4,3819.981798,0,1,0,1,0,0,2,28.830807,1,1,1,2,1.0,1,1,0
1,38.791839,4,4,3083.550494,0,1,3,2,0,1,2,38.954173,1,1,1,0,1.0,0,1,0
1,56.108588,0,1,9721.537097,3,1,1,1,0,2,3,26.361529,0,0,0,1,2.0,0,1,1
3,20.852954,4,3,10310.601995,0,4,1,2,0,3,2,40.168134,1,0,1,2,2.0,0,1,0
0,7.519484,4,4,1223.970109,0,1,3,3,1,1,0,53.135566,0,0,1,3,1.0,0,1,0
0,17.759064,4,1,1345.680387,0,4,3,3,1,1,3,59.589349,1,2,0,2,1.0,0,1,1
0,11.836034,4,4,1336.220828,0,2,3,2,0,2,0,62.979836,1,1,1,2,2.0,1,1,0
0,34.043478,2,3,11093.814337,0,2,1,2,0,1,2,20.807115,1,1,0,2,1.0,0,1,1
3,45.17087,3,0,7984.786209,0,2,0,3,0,0,3,51.583499,1,2,1,2,1.0,1,1,0
1,11.733786,2,0,1520.980798,1,4,1,2,0,3,2,48.778738,1,1,0,3,2.0,1,1,0
1,7.380798,2,4,1263.75441,1,2,1,1,2,2,2,24.842551,1,1,0,2,1.0,0,1,0
3,24.40088,4,4,1209.878817,0,2,3,1,0,1,0,28.115582,1,0,2,2,1.0,0,1,0
0,39.932677,2,10,2877.83211,0,3,2,2,0,2,2,52.212367,1,1,0,2,2.0,1,0,0
3,12.110304,2,4,927.39271,2,1,3,2,0,3,1,30.620276,1,1,0,0,1.0,0,1,0
0,10.676877,2,0,1025.500033,0,4,0,2,1,3,0,41.534355,1,1,0,2,1.0,1,1,0
3,6.054911,4,0,1526.854103,0,3,0,3,0,1,2,21.662359,1,0,0,2,1.0,0,1,0
0,16.177896,4,4,3958.604276,1,2,3,2,0,3,2,28.80446,1,1,2,2,2.0,0,1,0
0,42.064941,2,0,2039.211137,0,2,2,2,0,3,2,27.242781,0,1,0,3,1.0,0,1,0
1,18.312529,2,3,3488.361603,0,3,2,2,2,3,1,24.612152,1,1,0,1,1.0,0,1,0
1,43.320288,0,6,4484.345132,0,4,3,1,0,0,2,32.760415,1,1,1,3,1.0,1,1,0
3,42.884632,2,10,1583.124752,1,1,3,2,0,3,2,39.002469,1,0,1,1,1.0,0,1,0
3,52.961821,1,2,9866.733532,4,4,3,1,0,2,2,55.554071,1,0,1,2,1.0,1,1,0
0,11.965818,1,6,2157.943973,1,4,3,1,0,3,0,30.64858,1,1,1,2,1.0,1,1,0
3,20.472913,2,0,2551.659323,0,2,1,1,0,3,2,35.031204,1,1,0,1,1.0,0,1,0
3,25.743999,4,0,3676.110237,0,1,3,1,0,1,1,22.108743,1,1,0,2,1.0,0,1,0
3,20.007275,4,3,2583.497677,4,3,3,2,0,1,2,57.212566,1,1,0,2,1.0,1,1,0
3,12.300211,2,4,513.43452,0,3,3,2,0,2,0,32.615299,1,1,0,2,1.0,0,1,0
2,12.298442,0,0,1028.445231,0,4,3,1,0,1,0,55.752204,1,1,1,2,1.0,0,1,0
2,19.469092,4,3,3779.462034,0,3,1,2,0,3,3,22.011927,1,1,1,2,2.0,1,1,1
3,23.892985,2,4,2671.278119,4,3,3,2,0,1,1,22.098811,1,0,0,2,1.0,0,1,0
2,35.834187,4,4,3640.966794,4,4,3,3,0,3,1,61.616696,1,0,0,2,1.0,0,1,0
1,9.243738,3,3,1465.646912,0,4,2,2,0,1,0,63.44117,2,0,1,1,1.0,0,1,0
3,39.174399,2,4,3797.180906,4,2,3,1,0,3,2,35.58359,1,1,0,3,1.0,1,1,0
1,16.182229,2,0,2659.749618,0,3,3,2,0,2,3,27.276015,1,2,0,2,2.0,0,1,0
3,10.349543,2,1,1803.206817,0,3,0,2,0,1,2,25.430437,1,1,0,2,1.0,0,1,1
3,23.401824,2,1,11592.396289,0,2,0,2,2,1,0,38.479384,1,1,0,2,1.0,0,1,0
1,43.497066,4,4,12638.154722,4,4,3,3,0,3,0,27.723482,1,1,0,2,1.0,0,1,0
3,21.138631,2,10,2524.231227,3,2,3,2,0,3,2,41.378341,1,1,0,2,1.0,1,1,0
3,24.455279,4,3,3341.633937,1,4,2,2,2,0,1,40.363553,1,1,2,2,1.0,0,1,0
2,43.919274,2,4,7916.960993,0,2,0,1,0,1,2,44.790026,1,1,0,2,1.0,1,1,0
2,28.68862,4,4,2785.246615,0,2,3,2,0,1,1,23.999864,1,1,1,2,1.0,1,1,0
3,12.776568,3,0,2772.36893,4,2,3,2,1,0,2,26.561642,1,1,1,2,1.0,1,1,0
3,19.665301,2,2,2123.785962,4,3,0,0,1,1,0,54.021849,1,1,0,2,1.0,0,1,0
3,24.581675,2,10,7100.85723,2,1,2,1,0,3,3,33.614569,1,1,1,3,1.0,1,1,1
3,18.181022,4,1,3161.646361,1,2,2,2,0,1,0,34.949149,1,1,1,2,1.0,0,1,0
0,39.248004,2,1,7539.346832,0,4,3,2,0,3,3,38.512527,1,0,0,2,1.0,0,1,1
1,16.903226,2,4,3340.922342,0,2,1,1,0,3,1,39.70567,1,1,0,2,1.0,1,1,0
0,24.075378,4,10,1013.442477,0,2,2,1,0,3,0,24.344899,1,1,1,3,1.0,1,1,0
3,6.396519,2,0,832.732636,0,1,3,3,0,3,0,27.154952,1,1,0,2,1.0,0,1,0
0,43.229306,3,10,7455.532876,0,2,2,1,0,3,2,22.838814,1,1,0,2,1.0,0,1,0
1,17.466584,2,3,4916.375581,0,4,0,2,1,1,2,35.565222,1,1,0,2,1.0,0,1,0
3,17.481289,3,3,1808.965977,0,1,3,4,2,3,0,48.32749,1,1,0,0,1.0,0,1,1
3,12.034638,4,0,2664.668102,0,2,2,1,0,3,0,23.56842,1,1,1,1,1.0,0,1,0
3,30.02467,3,0,6931.976897,0,3,3,2,0,2,2,65.523374,1,1,1,2,1.0,0,1,0
3,11.864878,2,6,1358.631293,0,3,3,1,0,1,1,22.797059,1,1,1,2,1.0,0,0,0
3,23.731975,2,3,2327.725802,4,2,3,2,0,3,2,40.232238,1,1,0,1,1.0,0,1,0
1,17.729559,4,3,1902.489003,3,4,3,3,0,3,2,51.812587,1,1,1,2,1.0,0,1,0
3,24.036768,2,3,3141.998873,1,2,3,2,0,3,2,42.645572,1,1,0,2,2.0,1,1,1
3,12.251561,0,4,1592.871879,4,3,3,1,0,0,1,54.514298,1,1,2,2,1.0,0,1,0
3,15.558725,4,0,3014.018126,0,2,2,2,0,1,3,40.833848,1,2,2,2,1.0,0,1,0
1,23.733946,4,1,1504.765034,0,1,3,2,0,2,3,52.850126,1,2,1,3,1.0,1,1,1
0,12.88082,2,4,2741.523779,4,4,3,2,0,3,3,33.476076,1,2,0,1,1.0,0,1,1
3,18.887756,4,1,2195.26191,2,2,1,0,0,0,2,33.281064,1,1,0,2,1.0,0,1,0
1,5.681831,4,3,1036.449847,0,2,2,2,0,3,1,28.746905,0,1,1,1,1.0,0,1,0
3,31.754119,2,10,5500.294855,2,2,3,2,0,0,2,27.214139,1,1,1,2,1.0,0,1,0
1,11.843553,4,4,1449.576458,4,2,2,1,0,1,2,40.05194,1,1,0,1,1.0,0,1,0
3,23.513256,2,0,3527.984038,2,4,1,1,0,1,2,40.022085,1,1,0,2,1.0,0,1,0
3,24.21152,2,3,2059.22219,1,2,3,1,2,1,1,23.006709,1,1,0,2,1.0,0,1,0
0,25.379743,4,4,954.398191,0,3,3,2,0,1,1,42.212713,1,1,1,1,1.0,0,1,0
0,25.45286,1,3,4460.056015,0,4,2,0,2,3,0,53.955636,1,1,1,1,1.0,0,1,1
0,25.035705,4,4,1395.223065,1,2,3,2,0,1,1,25.027577,1,0,0,2,1.0,0,1,0
0,48.642782,2,0,10050.083396,2,3,0,1,0,0,2,41.408675,1,0,0,2,1.0,1,1,1
0,26.243944,2,0,1515.876298,0,2,2,2,0,3,2,25.331817,1,0,0,1,1.0,0,0,1
0,10.433804,2,0,1495.693875,0,4,0,2,0,2,1,32.262491,0,1,0,2,1.0,1,1,0
0,19.049736,4,0,4499.025564,0,2,0,2,0,2,2,31.710998,1,1,0,2,1.0,0,1,0
1,50.297318,4,3,2255.805735,3,1,3,2,0,0,2,42.258133,1,1,0,0,1.0,0,1,0
3,12.078288,4,10,1051.111356,1,3,2,2,2,0,0,28.252671,1,1,1,2,2.0,1,1,1
3,12.245582,2,7,1698.309288,0,2,3,1,0,0,2,25.311856,0,0,0,3,1.0,1,1,0
0,48.967562,1,4,1256.278576,0,2,2,1,0,1,2,26.779128,1,1,0,2,2.0,0,1,1
3,25.552686,1,1,3662.143834,0,1,3,2,0,3,2,23.176851,1,1,1,2,1.0,1,1,0
1,18.798398,2,10,2455.76259,0,1,0,1,0,3,2,22.176317,1,0,0,2,1.0,0,1,1
0,3.675725,2,4,2574.921542,0,2,3,2,0,0,2,26.666832,1,1,0,2,2.0,0,1,0
3,12.009033,2,3,536.817147,0,3,3,2,0,3,0,28.191148,1,1,0,2,1.0,0,1,0
3,13.885505,4,1,1399.108097,0,0,3,1,0,2,3,52.296915,1,2,1,2,1.0,1,1,0
1,5.556204,2,0,1092.022755,0,3,3,2,0,1,0,61.075528,1,1,0,2,1.0,0,1,1
3,24.102393,2,4,6042.664167,0,1,1,0,0,1,1,32.986043,1,1,0,2,1.0,1,1,0
0,35.759738,4,0,10667.609503,0,2,0,2,0,1,3,22.900064,1,0,1,2,1.0,0,1,1
1,16.547516,4,4,1437.09399,0,4,3,1,0,0,0,28.28752,1,1,1,3,1.0,1,1,1
0,11.791979,2,4,1944.026035,0,1,3,2,1,0,0,29.386876,1,1,0,2,1.0,1,1,0
1,6.555362,2,4,1049.350022,0,2,3,2,0,3,1,25.323471,1,1,1,2,1.0,1,1,0
2,24.920304,2,5,3907.321716,0,3,1,1,0,0,3,29.374399,0,2,0,1,2.0,0,1,0
1,8.422891,2,4,2173.739622,1,3,1,2,0,3,2,30.960706,1,1,0,2,1.0,0,1,0
1,12.346011,2,3,1259.665666,0,4,3,1,0,3,0,36.204031,1,1,1,3,1.0,1,1,0
1,25.113288,2,10,7703.824569,0,1,1,1,2,2,0,30.341367,2,1,0,2,1.0,0,1,0
0,24.779163,2,0,2529.054866,0,0,3,3,0,1,0,37.193963,1,1,0,3,1.0,1,1,0
0,17.352367,0,10,2254.027567,0,4,3,1,0,3,2,41.977517,0,0,1,2,1.0,0,1,0
1,30.22298,1,10,5554.49299,0,4,3,2,0,3,3,30.418688,1,2,0,2,1.0,1,1,1
0,8.875737,3,0,1032.069629,0,2,1,3,2,1,0,25.015498,1,1,2,2,1.0,0,1,0
3,17.529867,4,4,1508.46224,1,4,2,2,0,3,1,34.937684,1,1,1,2,1.0,0,1,0
1,7.2208,2,5,5201.261464,1,1,1,1,1,3,2,29.75194,1,1,2,1,1.0,0,1,1
0,23.833341,2,6,1481.378474,0,4,0,1,0,3,0,35.536092,1,1,0,2,1.0,0,1,1
0,23.94382,3,0,8242.723088,0,1,1,1,0,2,2,28.057146,1,1,1,1,1.0,0,1,0
3,15.084039,0,3,978.064801,0,3,1,0,0,2,1,28.424871,0,0,1,1,1.0,0,1,0
1,24.060792,3,1,6606.077433,1,2,0,1,0,1,3,34.173273,1,0,0,2,1.0,0,1,1
3,24.087605,4,4,3476.090523,0,2,3,0,0,3,2,33.664889,1,1,1,2,2.0,0,1,0
2,12.237362,2,3,1101.613876,0,3,3,2,0,2,0,39.095842,1,1,0,2,1.0,0,1,0
3,31.431557,4,4,5093.948215,0,1,3,1,0,0,3,35.108662,0,2,1,2,1.0,1,1,0
3,21.96154,4,0,4436.865661,4,2,2,2,0,2,0,29.503269,1,1,1,1,1.0,0,1,0
3,12.282518,4,4,1507.672967,1,0,3,2,0,3,0,26.706886,1,1,2,3,2.0,1,1,0
0,36.977661,4,6,2214.971286,0,0,3,1,0,1,2,21.985609,0,0,1,0,1.0,1,1,0
2,25.017143,4,1,4194.616169,0,0,2,2,0,2,1,34.849188,1,1,0,2,1.0,0,1,0
1,10.693627,0,4,1525.913975,0,4,3,2,0,3,2,38.313235,0,1,0,2,1.0,0,1,0
1,35.876278,4,10,8600.28102,1,2,1,1,0,1,3,26.242311,0,1,1,2,1.0,0,1,0
3,18.947601,0,3,858.972787,4,2,2,1,0,1,1,29.770923,1,1,1,2,1.0,1,1,0
3,49.449382,4,1,10051.850547,4,4,2,2,0,3,2,53.762495,1,1,0,2,1.0,1,1,1
1,26.451774,0,5,2802.986268,1,4,3,2,1,3,0,39.113457,1,1,1,3,1.0,1,1,1
3,32.731184,2,0,9899.795009,0,2,3,2,0,1,0,34.782224,1,1,1,2,1.0,0,1,1
2,17.71551,2,0,1761.346992,0,4,0,3,0,2,3,28.539348,1,0,0,2,1.0,1,1,1
3,12.439517,2,1,1643.026727,0,4,3,1,0,3,0,41.742426,1,1,0,2,1.0,0,1,0
0,8.377428,4,1,1585.120183,0,1,0,1,0,2,0,33.291314,1,1,0,2,2.0,0,1,0
3,19.263597,2,0,618.796991,1,3,1,1,0,3,0,39.172035,1,1,0,3,1.0,1,1,0
0,35.453879,2,3,2746.735909,0,2,3,1,0,2,2,24.918801,1,1,0,2,1.0,0,1,0
3,19.279032,4,0,2823.538852,1,3,2,2,0,0,2,34.464118,1,0,1,2,1.0,0,1,0
1,12.108596,4,4,2369.357305,0,4,3,2,0,1,0,52.911975,0,1,1,2,2.0,0,1,0
0,34.932819,4,7,4012.943115,0,3,3,1,0,2,2,32.341052,1,1,1,2,2.0,1,1,0
2,47.146167,2,4,3579.519795,0,4,1,0,0,1,2,34.19462,1,1,0,2,1.0,0,1,0
3,18.059007,4,1,2281.169196,0,2,0,2,0,2,1,52.257644,1,1,1,2,2.0,1,1,0
0,12.318779,4,10,1556.668115,0,1,1,1,0,3,0,20.177789,1,0,1,1,1.0,0,1,1
1,26.245068,2,3,888.214964,1,2,3,3,0,1,1,22.29168,1,1,0,3,2.0,1,1,1
1,7.705713,2,3,1557.49912,1,4,0,1,0,3,0,25.461973,1,1,0,2,1.0,0,1,0
0,15.947039,1,0,3162.290558,0,1,1,1,0,1,2,30.172476,0,0,0,1,1.0,0,1,0
3,9.904786,4,1,3476.651691,4,2,0,1,0,2,1,24.074261,0,1,1,2,1.0,0,1,0
1,10.715278,4,4,4407.716568,4,2,0,0,0,2,0,57.861164,1,1,1,2,1.0,1,1,0
1,25.227327,2,3,3847.788497,4,3,3,1,0,1,3,27.503622,1,2,0,2,1.0,0,1,0
0,12.465919,2,10,537.961855,4,1,3,2,0,1,1,32.308276,1,1,0,2,1.0,1,1,1
0,7.428035,4,3,4356.710034,0,4,0,3,0,3,2,40.168866,1,1,0,1,1.0,0,1,0
1,11.855338,2,3,2989.377856,0,4,2,2,0,3,3,41.567496,1,2,0,2,1.0,0,1,0
1,11.916435,2,4,1722.838703,0,1,3,2,0,0,1,26.422373,1,0,0,1,2.0,0,1,0
0,54.450311,2,3,7290.674601,0,2,2,2,0,1,2,37.491134,1,1,0,2,2.0,0,1,0
3,7.035272,3,4,3195.63587,0,1,0,2,0,2,1,27.008293,1,0,1,2,2.0,0,1,0
3,41.429348,2,4,7143.40462,2,2,3,2,1,3,3,33.973753,1,2,0,2,1.0,1,1,0
0,11.614186,3,4,1362.801261,0,2,2,2,0,1,2,32.833406,1,1,1,2,2.0,1,1,0
2,7.3379,4,4,1654.328399,0,2,2,3,0,3,2,23.743744,1,1,1,2,1.0,0,1,0
3,17.354213,4,10,626.828191,0,4,2,2,0,1,3,51.242535,1,2,1,2,1.0,0,1,0
0,23.189784,2,4,7354.808043,0,1,0,0,0,1,1,40.42049,1,0,1,0,1.0,0,1,0
3,24.361279,4,3,1790.023923,3,1,2,3,0,0,1,24.303913,0,1,1,2,1.0,0,1,0
3,35.601775,2,0,6179.414004,0,4,3,2,0,3,2,50.724972,1,2,0,2,2.0,0,1,0
1,14.374067,2,3,683.05173,0,1,2,3,0,1,0,38.575633,1,0,0,3,1.0,1,1,0
3,25.06418,4,0,7108.282095,0,3,2,0,0,0,2,58.498318,1,1,1,2,1.0,0,1,0
3,11.967725,2,7,1327.974723,3,1,3,2,0,2,3,37.367663,1,2,0,2,1.0,1,1,0
0,22.833126,2,4,866.753773,0,2,0,2,0,1,1,22.157801,1,0,0,1,2.0,1,1,1
3,18.992094,2,3,1107.241684,4,4,3,2,0,3,0,36.00289,1,0,0,3,2.0,1,1,0
3,32.519176,2,3,9700.363017,0,4,1,2,0,3,2,28.968709,1,1,0,2,2.0,0,1,1
0,45.988559,2,1,9167.543592,0,2,1,2,0,1,3,24.268873,0,0,1,2,1.0,0,1,1
3,6.823878,4,3,1154.410327,2,1,3,2,0,0,1,34.826213,1,1,0,2,1.0,0,1,0
3,50.902874,2,4,6474.868709,4,1,0,2,0,2,3,29.121142,1,2,1,2,2.0,0,1,0
1,9.395991,2,4,1428.922216,4,1,3,1,0,3,2,45.12829,1,0,0,3,1.0,1,1,0
0,6.403873,2,0,3963.009822,0,4,0,1,0,2,2,59.282744,1,1,0,2,1.0,1,1,0
3,6.727528,2,3,745.221659,2,4,0,1,2,3,0,26.375366,2,0,0,2,1.0,1,1,0
1,24.710619,0,4,1555.80983,4,2,3,2,0,3,0,28.760354,0,0,1,2,1.0,0,1,0
2,43.603821,1,4,5381.858938,4,3,3,2,0,1,3,32.787261,0,2,1,3,2.0,0,1,0
0,12.36687,2,4,2132.559948,0,0,3,1,0,0,0,61.148568,0,1,0,1,1.0,0,1,0
3,24.284225,2,3,1710.545815,4,1,1,1,1,0,2,50.698999,1,0,0,2,1.0,1,1,0
1,11.934911,2,0,4048.108769,0,3,2,2,0,1,3,23.729697,1,1,0,2,1.0,0,1,0
2,24.70376,2,4,3855.836567,3,2,1,2,2,0,1,35.444009,1,0,0,2,1.0,0,1,0
3,23.717286,4,4,7859.048154,2,4,0,2,1,1,2,61.112093,2,1,1,3,1.0,1,1,1
3,23.759632,4,1,7493.411487,0,2,3,1,0,0,1,29.04726,1,1,1,1,1.0,0,1,1
1,11.521232,4,3,4314.829879,0,4,3,3,0,3,2,23.233188,0,1,1,3,1.0,1,1,0
3,4.908883,4,0,757.883636,4,2,3,2,0,1,0,41.095342,1,1,2,2,1.0,1,1,0
0,12.134762,2,1,2154.348074,0,2,3,2,0,1,2,44.721609,1,1,0,2,1.0,0,1,0
3,12.40999,4,4,2101.4146,0,2,1,2,0,3,2,49.208776,1,1,1,2,2.0,1,1,0
1,18.036282,4,7,4535.803958,0,1,1,2,0,0,1,30.932338,0,1,1,2,1.0,1,1,0
2,24.847121,2,3,4908.927496,0,4,3,2,0,3,0,51.781796,1,1,0,2,1.0,0,1,1
3,11.472145,2,1,4426.309898,4,3,0,2,0,3,2,32.776926,1,1,0,2,1.0,1,1,0
2,23.340666,2,10,9228.180377,1,4,1,2,0,3,3,44.708671,1,0,0,2,1.0,1,1,1
2,5.942574,2,0,1231.920521,0,2,0,2,0,1,0,28.909236,1,1,0,2,1.0,1,1,0
1,12.229833,2,3,1099.291842,0,2,3,3,0,2,0,21.073968,1,1,0,1,1.0,0,1,0
1,25.649841,4,4,3627.503113,1,4,2,2,0,3,0,53.741218,1,1,1,2,1.0,0,0,0
3,16.804394,2,0,2416.440843,4,2,3,1,0,1,0,23.142557,1,0,0,2,1.0,1,1,0
3,8.481598,2,0,953.281095,2,0,3,2,0,3,1,34.70703,1,1,0,3,1.0,1,1,0
3,7.311721,2,4,1492.829764,4,4,1,2,0,2,0,38.095715,1,0,0,1,1.0,1,1,0
0,12.227239,3,0,947.663883,4,4,3,0,0,2,2,28.099841,1,1,0,1,1.0,0,1,0
3,22.713141,2,3,1188.431948,4,2,3,2,0,0,0,21.899014,1,0,0,2,2.0,0,1,0
1,6.254851,3,4,1067.284464,1,1,2,2,0,3,0,33.412039,1,1,0,2,1.0,0,1,0
0,8.471798,2,0,2563.284798,0,1,3,1,0,2,2,26.891672,1,1,0,2,1.0,1,1,0
3,8.903108,2,10,2020.021175,0,1,2,2,0,2,2,23.033947,1,1,0,2,1.0,0,1,0
1,10.052964,2,10,12943.240379,1,3,0,3,0,2,3,27.312006,1,2,0,3,1.0,1,1,0
3,25.12315,4,3,7112.624437,0,1,1,2,0,3,1,25.216105,1,1,1,1,1.0,1,1,0
3,12.075648,2,7,3468.103615,2,2,1,3,0,2,1,23.063126,1,1,0,2,1.0,0,1,0
1,7.582213,4,6,915.629237,4,2,0,2,0,1,0,29.483778,1,1,1,1,1.0,1,1,0
3,11.904101,2,1,2022.884856,0,2,2,3,1,1,0,28.083166,1,1,0,2,1.0,0,1,0
0,24.869672,4,10,1882.369601,0,0,3,2,0,3,2,38.797231,0,1,1,3,1.0,1,1,1
0,12.344656,4,1,1717.425283,0,3,3,2,0,2,2,50.701306,1,1,2,2,2.0,0,1,0
3,11.930903,2,0,1855.110697,1,2,3,1,0,1,3,27.63513,1,1,0,2,1.0,0,1,0
